,Unnamed: 0,subject,session,scan,site,dvars,mean_fd,num_fd,outlier,perc_fd,quality,gcor
3259,3259,26122,session_1,rest_2,UM_1,1.1442134176,0.3489661361,0,0.0009399333,0,0.0068649965,0.0428886484
3261,3261,26122,session_2,rest_2,UM_1,1.1009926666,0.2896282485,0,0.0006950667,0,0.0055932403,0.0454157778
3264,3264,26123,session_2,rest_1,UM_1,1.0492973541,0.0856345841,0,0.0014064667,0,0.0059349213,0.0434408049
3265,3265,26123,session_2,rest_2,UM_1,1.1528381247,0.0698393849,0,0.0028218,0,0.0037331539,0.0618609993
3262,3262,26123,session_1,rest_1,UM_1,1.1227932212,0.0606939012,0,0.0021472,0,0.0026558453,0.0781236929
3263,3263,26123,session_1,rest_2,UM_1,1.0810316058,0.0581913122,0,0.0019937333,0,0.0025375201,0.0893807586
3267,3267,26124,session_1,rest_2,UM_1,1.0658803137,0.1207986155,0,0.0036022667,0,0.0027404501,0.0500689195
3268,3268,26124,session_2,rest_1,UM_1,1.0449925973,0.1243566813,0,0.0020304,0,0.002495292,0.0652423803
3269,3269,26124,session_2,rest_2,UM_1,1.0730601338,0.1194560011,0,0.0023987333,0,0.0021558703,0.0732716383
3266,3266,26124,session_1,rest_1,UM_1,1.1153774338,0.1278998534,0,0.0052451333,0,0.0019986089,0.0783936193
3273,3273,26125,session_2,rest_2,UM_1,1.1867142387,0.2146889695,0,0.0050371333,0,0.0038345711,0.0567070022
3270,3270,26125,session_1,rest_1,UM_1,1.1108277698,0.191533505,0,0.0037133333,0,0.0044910977,0.0584708213
3271,3271,26125,session_1,rest_2,UM_1,1.1623365028,0.1742652599,0,0.0051097333,0,0.0032006025,0.0635234779
3272,3272,26125,session_2,rest_1,UM_1,1.147432023,0.2079827181,0,0.0018842,0,0.0044475651,0.0635976825
3274,3274,26126,session_1,rest_1,UM_1,1.1689819358,0.2050289973,0,0.0018066667,0,0.0035090245,0.0297366888
3275,3275,26126,session_1,rest_2,UM_1,1.2020421924,0.2068192939,0,0.0026416667,0,0.0045612777,0.029967
3276,3276,26126,session_2,rest_1,UM_1,1.1617377694,0.2016245333,0,0.0020594667,0,0.0041309002,0.0335368487
3277,3277,26126,session_2,rest_2,UM_1,1.1656552374,0.2048305075,0,0.0027037333,0,0.0035474377,0.0380550691
3279,3279,26127,session_1,rest_2,UM_1,1.2340229236,0.1282165249,0,0.0046690667,0,0.0031660403,0.0578406139
3280,3280,26127,session_2,rest_1,UM_1,1.3567731072,0.141685842,0,0.0058336667,0,0.0030630264,0.0655050691
3278,3278,26127,session_1,rest_1,UM_1,1.1965043593,0.1298644952,0,0.0043596,0,0.0032665484,0.0720867247
3281,3281,26127,session_2,rest_2,UM_1,1.3490954869,0.1289054089,0,0.0064438,0,0.0027869755,0.0721036247
3282,3282,26128,session_1,rest_1,UM_1,1.2397402044,0.0798027589,0,0.0009156,0,0.0014514909,0.0224179771
3283,3283,26128,session_1,rest_2,UM_1,1.2353599413,0.0813369157,0,0.0009241333,0,0.0014525536,0.0251940506
3284,3284,26128,session_2,rest_1,UM_1,1.1857450156,0.1263428853,0,0.0007890667,0,0.0021488605,0.0279254903
3285,3285,26128,session_2,rest_2,UM_1,1.1902952387,0.1212002423,0,0.0007262667,0,0.0018794927,0.0328405669
3287,3287,26129,session_1,rest_2,UM_1,1.1131386306,0.1886731631,0,0.0013508667,0,0.0039724578,0.0456378704
3289,3289,26129,session_2,rest_2,UM_1,1.1506097182,0.2431844417,0,0.0012926,0,0.0040269749,0.0578547926
3286,3286,26129,session_1,rest_1,UM_1,1.1071425284,0.2039830026,0,0.0017177333,0,0.00415075,0.0580417041
3288,3288,26129,session_2,rest_1,UM_1,1.1947649107,0.2395306233,0,0.0027314,0,0.0034904344,0.0596836265
3293,3293,26130,session_2,rest_2,UM_1,1.1046729801,0.1299015257,0,0.0019875333,0,0.0038654469,0.0403437043
3291,3291,26130,session_1,rest_2,UM_1,1.2105388681,0.1627180376,0,0.003398,0,0.0027939732,0.0612997257
3290,3290,26130,session_1,rest_1,UM_1,1.1994203896,0.1527461119,0,0.0019846,0,0.0027354615,0.0638119168
3292,3292,26130,session_2,rest_1,UM_1,1.114099257,0.112636935,0,0.001993,0,0.0032283034,0.0651453335
3295,3295,26131,session_1,rest_2,UM_1,1.0637347495,0.1152960849,0,0.001877,0,0.0035341919,0.040730082
3296,3296,26131,session_2,rest_1,UM_1,1.1142880111,0.2619446222,5,0.0140144,3.3112582781,0.0062478898,0.0537031509
3294,3294,26131,session_1,rest_1,UM_1,1.074640247,0.1521114319,1,0.003744,0.6622516556,0.0037869111,0.0552985792
3297,3297,26131,session_2,rest_2,UM_1,0.9840888528,0.2185209281,2,0.0032825333,1.3245033113,0.0076001345,0.0639486092
3300,3300,26132,session_2,rest_1,UM_1,1.1197333985,0.2564410335,0,0.0024428,0,0.0066562585,0.0283909649
3299,3299,26132,session_1,rest_2,UM_1,1.137987627,0.2868162262,0,0.0005387333,0,0.006674927,0.0288788141
3298,3298,26132,session_1,rest_1,UM_1,1.1061819753,0.2830145193,0,0.0008533333,0,0.0056264873,0.0319054588
3301,3301,26132,session_2,rest_2,UM_1,1.1125265413,0.2554339318,0,0.0013746,0,0.0072070224,0.0385405121
3302,3302,26133,session_1,rest_1,UM_1,1.3502414409,0.1428112644,0,0.0029190667,0,0.0033382457,0.1066927422
3305,3305,26133,session_2,rest_2,UM_1,1.2447881026,0.1560870843,0,0.0021816,0,0.0034472906,0.1080933678
3303,3303,26133,session_1,rest_2,UM_1,1.3685908301,0.1449592531,0,0.0048863333,0,0.0033952089,0.1209134865
3304,3304,26133,session_2,rest_1,UM_1,1.2628036711,0.1469694741,0,0.0024891333,0,0.0039712301,0.1254610261
3308,3308,26134,session_2,rest_1,UM_1,1.0488614179,0.1630016935,1,0.0194120667,0.6622516556,0.0115294978,0.0368054614
3309,3309,26134,session_2,rest_2,UM_1,1.1442341144,0.1641433691,0,0.0099810667,0,0.0075661286,0.0408972194
3307,3307,26134,session_1,rest_2,UM_1,1.1055784675,0.0929731522,0,0.0056394,0,0.0031396636,0.0478555776
3306,3306,26134,session_1,rest_1,UM_1,1.0854924324,0.1246791608,0,0.0104257333,0,0.004611666,0.0488674112
3312,3312,26135,session_2,rest_1,UM_1,1.0705319123,0.1577442041,0,0.0021082667,0,0.0031353475,0.0340065577
3311,3311,26135,session_1,rest_2,UM_1,1.0779974039,0.1517999885,0,0.0022051333,0,0.002763102,0.0413963611
3313,3313,26135,session_2,rest_2,UM_1,1.1185898998,0.1728995762,0,0.0031004667,0,0.0024628495,0.0426321985
3310,3310,26135,session_1,rest_1,UM_1,1.1797415621,0.1616431815,1,0.0046772667,0.6622516556,0.0016500617,0.0459019634
3315,3315,26136,session_1,rest_2,UM_1,1.172304828,0.4734747471,1,0.005033,0.6622516556,0.0110866425,0.024574255
3314,3314,26136,session_1,rest_1,UM_1,1.0998931366,0.4144984882,0,0.0008190667,0,0.012193946,0.0341530421
3316,3316,26136,session_2,rest_1,UM_1,1.1797105401,0.4232913849,0,0.0008604,0,0.0083516745,0.0387912048
3317,3317,26136,session_2,rest_2,UM_1,1.1562853964,0.5170965043,0,0.0015897333,0,0.010842813,0.0445946145
3319,3319,26137,session_1,rest_2,UM_1,1.1362018777,0.2001013646,0,0.0039242667,0,0.0047054722,0.0624808786
3321,3321,26137,session_2,rest_2,UM_1,1.1545231284,0.1008062442,0,0.0019853333,0,0.0027712454,0.0651500806
3318,3318,26137,session_1,rest_1,UM_1,1.182231814,0.1776267209,0,0.0034058667,0,0.0035901176,0.0969775304
3320,3320,26137,session_2,rest_1,UM_1,1.1333364241,0.1617784915,3,0.0048152667,1.9867549669,0.0033994929,0.1032238995
3325,3325,26138,session_2,rest_2,UM_1,1.1260241375,0.0931979595,0,0.0069040667,0,0.0034718152,0.0269318682
3322,3322,26138,session_1,rest_1,UM_1,1.1048731104,0.0938391127,0,0.0014954,0,0.0031813564,0.0346247079
3324,3324,26138,session_2,rest_1,UM_1,1.0733779064,0.0832105987,0,0.0012643333,0,0.0027230423,0.0350049968
3323,3323,26138,session_1,rest_2,UM_1,1.1053446466,0.0972709434,0,0.0019958,0,0.0037379041,0.0476257582
3327,3327,26139,session_1,rest_2,UM_1,1.1394590037,0.1654819885,0,0.0091607333,0,0.0049688997,0.0478744499
3326,3326,26139,session_1,rest_1,UM_1,1.1118373651,0.1412050075,0,0.0016902667,0,0.0026721895,0.0492116391
3328,3328,26139,session_2,rest_1,UM_1,1.1697182901,0.1686618901,0,0.0025204667,0,0.0042843935,0.0569597039
3329,3329,26139,session_2,rest_2,UM_1,1.1696803983,0.2357788625,3,0.0046614667,1.9867549669,0.0070672414,0.0598970594
3332,3332,26140,session_2,rest_1,UM_1,1.1027047825,0.213973294,0,0.0004560667,0,0.0026798757,0.0471379715
3333,3333,26140,session_2,rest_2,UM_1,1.1106024132,0.2105654195,0,0.0010066667,0,0.0024818151,0.0588485244
3331,3331,26140,session_1,rest_2,UM_1,1.0950964074,0.1543886895,0,0.000622,0,0.0023791613,0.1043924945
3330,3330,26140,session_1,rest_1,UM_1,1.1131558743,0.1664618353,0,0.0005066667,0,0.0025285513,0.1062063099
3336,3336,26141,session_2,rest_1,UM_1,1.0808620647,0.105165262,0,0.0015812667,0,0.0037911343,0.0216944786
3334,3334,26141,session_1,rest_1,UM_1,1.1890131978,0.0738989231,0,0.0013494667,0,0.0031806064,0.0271140545
3337,3337,26141,session_2,rest_2,UM_1,1.1260715972,0.1094737968,0,0.0013791333,0,0.0032539029,0.0278107773
3335,3335,26141,session_1,rest_2,UM_1,1.1213525648,0.0911737465,0,0.0008336667,0,0.0033653437,0.0334361757
3338,3338,26142,session_1,rest_1,UM_1,1.1318606093,0.1494251787,0,0.0012161333,0,0.0028958444,0.04561507
3340,3340,26142,session_2,rest_1,UM_1,1.1379481902,0.1761257757,0,0.0013292667,0,0.0038924034,0.0480838764
3339,3339,26142,session_1,rest_2,UM_1,1.138009412,0.1492130331,0,0.0010037333,0,0.002704642,0.0519553721
3341,3341,26142,session_2,rest_2,UM_1,1.1381587408,0.1845185822,0,0.002781,0,0.0045014293,0.0767502579
3345,3345,26143,session_2,rest_2,UM_1,1.1266377901,0.1044886051,0,0.0015018,0,0.002147243,0.0382771307
3342,3342,26143,session_1,rest_1,UM_1,1.1545945421,0.0923731202,0,0.0018784,0,0.0028483689,0.0419040505
3343,3343,26143,session_1,rest_2,UM_1,1.1901783437,0.0797983364,0,0.0016632667,0,0.0020743285,0.0523821034
3344,3344,26143,session_2,rest_1,UM_1,1.1495175069,0.089020251,0,0.0013392667,0,0.0019749978,0.0544989227
3346,3346,26144,session_1,rest_1,UM_1,1.2196027061,0.2004968099,0,0.0034226667,0,0.0033055339,0.0452193406
3347,3347,26144,session_1,rest_2,UM_1,1.2379548889,0.1945916323,0,0.003455,0,0.0027080051,0.0520889312
3349,3349,26144,session_2,rest_2,UM_1,1.2239256864,0.1856243676,0,0.0046403333,0,0.0029076687,0.0572280525
3348,3348,26144,session_2,rest_1,UM_1,1.2321246467,0.1674244687,0,0.0067252667,0,0.0027238993,0.0580446777
3353,3353,26145,session_2,rest_2,UM_1,1.225772716,0.0702948056,0,0.0009742,0,0.0018240631,0.0170603679
3352,3352,26145,session_2,rest_1,UM_1,1.245505051,0.0644525192,0,0.0017392,0,0.0018454903,0.0302047683
3350,3350,26145,session_1,rest_1,UM_1,1.1748542806,0.1056216509,0,0.0021068667,0,0.0022126849,0.0324642567
3351,3351,26145,session_1,rest_2,UM_1,1.1550452413,0.1134506899,0,0.0007291333,0,0.0022546217,0.0379960229
3354,3354,26146,session_1,rest_1,UM_1,1.1198397691,0.1217698451,0,0.0011446667,0,0.0028584941,0.0259307512
3357,3357,26146,session_2,rest_2,UM_1,1.1402027938,0.1430211483,0,0.0008616667,0,0.0025039985,0.0304783784
3355,3355,26146,session_1,rest_2,UM_1,1.1299934161,0.1553089059,0,0.0017750667,0,0.0029540651,0.0327006525
3356,3356,26146,session_2,rest_1,UM_1,1.1594012995,0.1313742385,0,0.0010528667,0,0.0028511545,0.0367443453
3358,3358,26147,session_1,rest_1,UM_1,1.1830994627,0.2193160601,0,0.0010682,0,0.0055794046,0.0400135124
3361,3361,26147,session_2,rest_2,UM_1,1.1491248303,0.2513601888,0,0.0013524667,0,0.0062557076,0.045217005
3360,3360,26147,session_2,rest_1,UM_1,1.1423259838,0.2580924362,0,0.0014028,0,0.0070940789,0.0550342455
3359,3359,26147,session_1,rest_2,UM_1,1.1680773603,0.2208805971,0,0.0006473333,0,0.0050855057,0.0917259999
3365,3365,26148,session_2,rest_2,UM_1,1.1051280857,0.0937448886,0,0.0014800667,0,0.0020367383,0.0398291801
3363,3363,26148,session_1,rest_2,UM_1,1.0725704836,0.1123200756,0,0.0013363333,0,0.0024157453,0.0535351451
3364,3364,26148,session_2,rest_1,UM_1,1.1632061248,0.1360627943,0,0.0060174,0,0.0024898395,0.0556647581
3362,3362,26148,session_1,rest_1,UM_1,1.1319816118,0.1246249179,0,0.0039327333,0,0.0036864476,0.0628707638
3367,3367,26149,session_1,rest_2,UM_1,1.0597206332,0.1286763393,0,0.0046842,0,0.0027845077,0.0513625695
3368,3368,26149,session_2,rest_1,UM_1,1.031577782,0.0971827014,0,0.0009519333,0,0.0032887712,0.0543738746
3369,3369,26149,session_2,rest_2,UM_1,1.0688139411,0.0957418603,0,0.0032397333,0,0.0036449539,0.0576424498
3366,3366,26149,session_1,rest_1,UM_1,0.9982937922,0.1125599053,0,0.0008339333,0,0.0029949987,0.068532294
3372,3372,26150,session_2,rest_1,UM_1,1.3527726707,0.0710058815,0,0.0023382,0,0.0025689389,0.0347808118
3370,3370,26150,session_1,rest_1,UM_1,1.3122976398,0.0794696769,0,0.001267,0,0.0022431907,0.0437733338
3373,3373,26150,session_2,rest_2,UM_1,1.3387933109,0.0753175759,0,0.0025453333,0,0.0027765473,0.0452868658
3371,3371,26150,session_1,rest_2,UM_1,1.2936274947,0.0879182635,0,0.0021781333,0,0.0028912721,0.0645696107
3376,3376,26151,session_2,rest_1,UM_1,1.1891984058,0.0979170603,0,0.0036278,0,0.0018092307,0.0520877723
3377,3377,26151,session_2,rest_2,UM_1,1.2079997418,0.0917852599,0,0.0042546,0,0.0019564533,0.0526314855
3375,3375,26151,session_1,rest_2,UM_1,1.1703558121,0.1256752911,0,0.0035326667,0,0.0019773484,0.0594108222
3374,3374,26151,session_1,rest_1,UM_1,1.1735790028,0.1277416329,0,0.0032883333,0,0.0019864644,0.0642365808
3381,3381,26152,session_2,rest_2,UM_1,1.0729171762,0.14826232,0,0.0017805333,0,0.0060615202,0.0477916969
3380,3380,26152,session_2,rest_1,UM_1,1.1444011659,0.1864790335,0,0.0018697333,0,0.0033249199,0.05119839
3378,3378,26152,session_1,rest_1,UM_1,1.1657747741,0.2083172025,0,0.003528,0,0.0059352246,0.0757293809
3379,3379,26152,session_1,rest_2,UM_1,1.1343788761,0.1799027759,0,0.0025877333,0,0.0050170409,0.1025346033
3385,3385,26153,session_2,rest_2,UM_1,1.201437859,0.1488549085,0,0.0103377333,0,0.0034199761,0.0442927274
3383,3383,26153,session_1,rest_2,UM_1,1.173508346,0.136795228,0,0.0050829333,0,0.0032083455,0.0501212767
3384,3384,26153,session_2,rest_1,UM_1,1.1089461069,0.13561583,0,0.0024043333,0,0.0022795982,0.0535528173
3382,3382,26153,session_1,rest_1,UM_1,1.2287699369,0.1375313349,0,0.0030405333,0,0.0024969941,0.067743529
3386,3386,26154,session_1,rest_1,UM_1,1.1529291687,0.1074967487,0,0.0032293333,0,0.0042489587,0.0393340956
3388,3388,26154,session_2,rest_1,UM_1,1.2340542151,0.1203155586,0,0.0010842667,0,0.0027748496,0.0487666901
3389,3389,26154,session_2,rest_2,UM_1,1.1957083907,0.1487354058,0,0.001007,0,0.0032621593,0.0492592116
3387,3387,26154,session_1,rest_2,UM_1,1.0850246047,0.0985561739,0,0.0017139333,0,0.003946991,0.0532598665
3392,3392,26155,session_2,rest_1,UM_1,1.0636562671,0.0605959963,0,0.0079234667,0,0.0019563516,0.0527396876
3393,3393,26155,session_2,rest_2,UM_1,1.0960311607,0.0645523452,0,0.0094958,0,0.0019872909,0.060901976
3391,3391,26155,session_1,rest_2,UM_1,1.1174089412,0.0584453035,0,0.0044002,0,0.0021124786,0.0721438669
3390,3390,26155,session_1,rest_1,UM_1,1.1102044035,0.0517271374,0,0.0043169333,0,0.0020034115,0.0766071008
3395,3395,26156,session_1,rest_2,UM_1,0.9882977673,0.1378279096,0,0.0037526667,0,0.0078106611,0.0261792485
3397,3397,26156,session_2,rest_2,UM_1,1.1568449584,0.1270310587,0,0.0021079333,0,0.0021797301,0.0527278188
3394,3394,26156,session_1,rest_1,UM_1,1.1607134178,0.1545551165,0,0.0032461333,0,0.0024376493,0.0541610727
3396,3396,26156,session_2,rest_1,UM_1,1.1131478805,0.1297219667,0,0.0017854,0,0.002417912,0.0642270064
3398,3398,26157,session_1,rest_1,UM_1,1.126279521,0.1858638843,0,0.0016788667,0,0.0033108446,0.0258237033
3399,3399,26157,session_1,rest_2,UM_1,1.1425887163,0.2053091905,0,0.0010505333,0,0.0033656333,0.0284389791
3400,3400,26157,session_2,rest_1,UM_1,1.2173121335,0.2025397055,0,0.0021856667,0,0.0031744625,0.0342547641
3401,3401,26157,session_2,rest_2,UM_1,1.1933423806,0.1999357613,0,0.001877,0,0.0030280688,0.0459753652
3405,3405,26158,session_2,rest_2,UM_1,1.0536902194,0.0567688849,0,0.0017352,0,0.0020101671,0.0557739651
3402,3402,26158,session_1,rest_1,UM_1,1.1138794315,0.0839278933,0,0.0017052,0,0.0034800158,0.0609281493
3404,3404,26158,session_2,rest_1,UM_1,1.0611734617,0.0532893617,0,0.0018811333,0,0.0026697594,0.0804668354
3403,3403,26158,session_1,rest_2,UM_1,1.1740122945,0.1083403519,0,0.0020784,0,0.0032056824,0.0986675991
3407,3407,26159,session_1,rest_2,UM_1,1.176740614,0.1618450078,0,0.0018309333,0,0.003856458,0.0382263703
3408,3408,26159,session_2,rest_1,UM_1,1.1147703415,0.1755459727,0,0.0013133333,0,0.0022683187,0.0387367056
3406,3406,26159,session_1,rest_1,UM_1,1.156353347,0.1284266825,0,0.0012788,0,0.0035406687,0.0388133355
3409,3409,26159,session_2,rest_2,UM_1,1.1467918855,0.1956556793,0,0.0039188667,0,0.0034287735,0.0702606916
3412,3412,26160,session_2,rest_1,UM_1,1.0792715991,0.1473861875,0,0.0039584667,0,0.0031511216,0.031368107
3413,3413,26160,session_2,rest_2,UM_1,1.0532658667,0.1424619119,0,0.0029531333,0,0.0028719751,0.0424802956
3410,3410,26160,session_1,rest_1,UM_1,1.0174176611,0.1353835,0,0.0045668667,0,0.0036264968,0.0442253035
3411,3411,26160,session_1,rest_2,UM_1,1.0337944664,0.1413340816,0,0.0033386667,0,0.002565746,0.058081706
3414,3414,26161,session_1,rest_1,UM_1,1.2583834876,0.1672041282,0,0.0014126667,0,0.0018986415,0.0439556493
3415,3415,26161,session_1,rest_2,UM_1,1.2603166489,0.1563106515,0,0.0011731333,0,0.001853293,0.0479269501
3417,3417,26161,session_2,rest_2,UM_1,1.1046425038,0.1561024993,0,0.0019425333,0,0.0022212879,0.0505333972
3416,3416,26161,session_2,rest_1,UM_1,1.1523457838,0.146493186,0,0.0016148,0,0.0021300007,0.0520926658
3420,3420,26162,session_2,rest_1,UM_1,1.2242770451,0.1079639071,0,0.0055023333,0,0.0036284441,0.0260453587
3418,3418,26162,session_1,rest_1,UM_1,1.2496731499,0.1151687333,0,0.0036088,0,0.0026849369,0.0268119038
3419,3419,26162,session_1,rest_2,UM_1,1.2218203057,0.1122526895,0,0.0016052,0,0.0027724055,0.0320705962
3421,3421,26162,session_2,rest_2,UM_1,1.1680781777,0.1355822327,0,0.0019642,0,0.0038812343,0.0330394797
3424,3424,26163,session_2,rest_1,UM_1,1.1197800726,0.0884865991,0,0.0015007333,0,0.0018545349,0.0312225785
3425,3425,26163,session_2,rest_2,UM_1,1.0339866439,0.1329090169,0,0.001045,0,0.0036046661,0.0346260075
3423,3423,26163,session_1,rest_2,UM_1,1.0875154856,0.0818028237,0,0.0035226,0,0.0026336905,0.047469563
3422,3422,26163,session_1,rest_1,UM_1,1.0538877194,0.0764480957,0,0.0015945333,0,0.002566843,0.0490678448
3427,3427,26164,session_1,rest_2,UM_1,1.178845633,0.1248111237,0,0.0029318,0,0.0020204621,0.092946601
3428,3428,26164,session_2,rest_1,UM_1,1.2678277785,0.1368704941,0,0.0032328667,0,0.0022376928,0.0951462491
3426,3426,26164,session_1,rest_1,UM_1,1.1805404645,0.128351649,0,0.0029862,0,0.0020025104,0.099418164
3429,3429,26164,session_2,rest_2,UM_1,1.2547737398,0.1459715759,0,0.0041435333,0,0.0022532866,0.1227256315
3430,3430,26165,session_1,rest_1,UM_1,1.039672448,0.0955620263,0,0.0009004667,0,0.0024700366,0.0346601551
3432,3432,26165,session_2,rest_1,UM_1,1.1353038059,0.1217796765,0,0.0009268,0,0.0028997653,0.0398752977
3431,3431,26165,session_1,rest_2,UM_1,1.0739512377,0.0962747519,0,0.0006987333,0,0.0022134445,0.0498843265
3433,3433,26165,session_2,rest_2,UM_1,1.146702551,0.1102946533,0,0.0011721333,0,0.0029894061,0.0544083947
3437,3437,26166,session_2,rest_2,UM_1,1.2412205265,0.125069324,0,0.0010974667,0,0.0015393587,0.0290727817
3435,3435,26166,session_1,rest_2,UM_1,1.2607334201,0.1106940047,0,0.0011418,0,0.0017365305,0.0339177264
3434,3434,26166,session_1,rest_1,UM_1,1.2624103679,0.1079484649,0,0.0011352667,0,0.0016077546,0.0359340564
3436,3436,26166,session_2,rest_1,UM_1,1.227369123,0.1380974927,0,0.0013692667,0,0.0013900432,0.0385166483
3440,3440,26167,session_2,rest_1,UM_1,1.0588811781,0.0818317738,0,0.0014832,0,0.0042968856,0.0665165405
3439,3439,26167,session_1,rest_2,UM_1,1.0552340526,0.0985476291,0,0.0028056,0,0.0041133221,0.0744969203
3438,3438,26167,session_1,rest_1,UM_1,1.156967259,0.0850663339,0,0.0063752,0,0.0031721739,0.0833014532
3441,3441,26167,session_2,rest_2,UM_1,1.064774953,0.1026021717,0,0.0031184667,0,0.0042588451,0.0860333483
3442,3442,26168,session_1,rest_1,UM_1,1.0224410548,0.0728905295,0,0.0037392667,0,0.0015112357,0.0304485024
3443,3443,26168,session_1,rest_2,UM_1,1.0263319894,0.0597465437,0,0.0019749333,0,0.0013934831,0.049925858
3445,3445,26168,session_2,rest_2,UM_1,1.2011092604,0.0629859133,0,0.0038922,0,0.0019012342,0.0571077751
3444,3444,26168,session_2,rest_1,UM_1,1.2122039583,0.0628300151,0,0.0027982,0,0.0020387831,0.0643467758
3447,3447,26169,session_1,rest_2,UM_1,1.1304679034,0.1829375903,0,0.0070723333,0,0.0034953917,0.0665851896
3446,3446,26169,session_1,rest_1,UM_1,1.0718545726,0.1663562937,0,0.0027052,0,0.0026005298,0.07024886
3448,3448,26169,session_2,rest_1,UM_1,1.1020285559,0.1787402145,0,0.0015557333,0,0.0022485736,0.0712673534
3449,3449,26169,session_2,rest_2,UM_1,1.1163933157,0.1620249536,0,0.0014426,0,0.002499679,0.0728128386
3452,3452,26170,session_2,rest_1,UM_1,1.0784493421,0.0658135641,0,0.0015439333,0,0.0023347821,0.0363447587
3453,3453,26170,session_2,rest_2,UM_1,1.0859146975,0.0671879223,0,0.0012398,0,0.002338995,0.0541941109
3450,3450,26170,session_1,rest_1,UM_1,1.2097505355,0.0947608323,0,0.0017008667,0,0.0024941913,0.0686686136
3451,3451,26170,session_1,rest_2,UM_1,1.2035736343,0.0907912057,0,0.000963,0,0.0023642988,0.0883444442
3454,3454,26171,session_1,rest_1,UM_1,1.0886786584,0.1086408729,0,0.0029766,0,0.0024561504,0.0482498384
3456,3456,26171,session_2,rest_1,UM_1,1.1088713099,0.1314823865,0,0.0028263333,0,0.0018484478,0.0497639843
3457,3457,26171,session_2,rest_2,UM_1,1.0773315734,0.1183737255,0,0.0013836667,0,0.0017264161,0.0516933679
3455,3455,26171,session_1,rest_2,UM_1,1.094987413,0.1256481527,0,0.0037090667,0,0.0023212272,0.0647564464
3461,3461,26172,session_2,rest_2,UM_1,1.082664351,0.1491833885,0,0.003599,0,0.0056976712,0.0273794037
3458,3458,26172,session_1,rest_1,UM_1,1.1086523661,0.1611681779,0,0.0021498667,0,0.0037452022,0.0276736147
3459,3459,26172,session_1,rest_2,UM_1,1.1177946907,0.1931327585,0,0.0050682667,0,0.008448556,0.0306712474
3460,3460,26172,session_2,rest_1,UM_1,1.1040094093,0.1697395105,0,0.0031020667,0,0.0071928162,0.0490842631
3463,3463,26173,session_1,rest_2,UM_1,1.0136626965,0.1196133649,0,0.0068134,0,0.0049131693,0.0566946632
3464,3464,26173,session_2,rest_1,UM_1,0.991944811,0.0914182895,0,0.0018635333,0,0.0043782107,0.0591170956
3465,3465,26173,session_2,rest_2,UM_1,1.0472237007,0.1015171535,0,0.0031280667,0,0.0063438473,0.0638752618
3462,3462,26173,session_1,rest_1,UM_1,1.1134986841,0.0943107693,0,0.0046448,0,0.0021163264,0.0709235958
3468,3468,26174,session_2,rest_1,UM_1,1.1350279189,0.0978444737,0,0.003609,0,0.0019288951,0.0203031104
3467,3467,26174,session_1,rest_2,UM_1,1.1268702923,0.0717790171,0,0.0015958,0,0.0017241873,0.0297543077
3469,3469,26174,session_2,rest_2,UM_1,1.105139761,0.1089402727,0,0.0020826,0,0.001728038,0.0361345855
3466,3466,26174,session_1,rest_1,UM_1,1.1653457575,0.0797646089,0,0.0032242,0,0.0019317864,0.0541595215
3472,3472,26175,session_2,rest_1,UM_1,0.9978575143,0.0858130157,0,0.0026469333,0,0.0042036103,0.0537218978
3473,3473,26175,session_2,rest_2,UM_1,1.0131818058,0.0753559923,0,0.0032248667,0,0.0035702953,0.0638640278
3470,3470,26175,session_1,rest_1,UM_1,1.0088150374,0.082169161,1,0.0068602667,0.6622516556,0.0035665188,0.0892971147
3471,3471,26175,session_1,rest_2,UM_1,1.051013118,0.0653431919,0,0.0049327333,0,0.0024188501,0.0925416986
3477,3477,26176,session_2,rest_2,UM_1,1.097733391,0.2165202171,0,0.0011272667,0,0.0048277745,0.0281461284
3474,3474,26176,session_1,rest_1,UM_1,1.1931272467,0.2057617571,0,0.0026689333,0,0.0047023884,0.041614594
3476,3476,26176,session_2,rest_1,UM_1,1.1466011954,0.2148462713,0,0.0039278667,0,0.0040875382,0.0431031438
3475,3475,26176,session_1,rest_2,UM_1,1.1771090178,0.2188222225,0,0.003901,0,0.0053130615,0.0490887362
3478,3478,26177,session_1,rest_1,UM_1,1.0570818974,0.1046136045,0,0.0010908667,0,0.0014238518,0.0247289742
3479,3479,26177,session_1,rest_2,UM_1,0.9693503038,0.1078268826,1,0.0021251333,0.6622516556,0.0036627003,0.0494003457
3480,3480,26177,session_2,rest_1,UM_1,1.2231767306,0.1252101207,0,0.0024536,0,0.0016624464,0.0791934877
3481,3481,26177,session_2,rest_2,UM_1,1.1965246547,0.0926230615,0,0.0011229333,0,0.0025889159,0.0866795647
3484,3484,26178,session_2,rest_1,UM_1,1.0186646357,0.0840533909,0,0.0016564667,0,0.002264172,0.0499431104
3483,3483,26178,session_1,rest_2,UM_1,1.1251064665,0.0887223189,0,0.0013293333,0,0.0024520686,0.0600622392
3482,3482,26178,session_1,rest_1,UM_1,1.1086539362,0.090558684,0,0.0008075333,0,0.0022297609,0.0931428474
3485,3485,26178,session_2,rest_2,UM_1,1.0888220562,0.1028884665,0,0.0026887333,0,0.0024852568,0.0942867874
